NO,共通ID,施設・場所名,住所,指定緊急避難場所との住所同一,その他市町村長が必要と認める事項,受入対象者,緯度,経度,備考
1569,E1312100064121,特別養護老人ホーム千住桜花苑,東京都足立区千住元町18-19,,,要配慮者,35.755339,139.793504,
1570,E1312100115111,帝京科学大学２号館,東京都足立区千住元町34-1,,,,35.755864,139.791536,
1571,E1312100124111,千寿桜小学校,東京都足立区千住桜木1-8-15,,,,35.749956,139.793995,
1572,E1312100207121,特別養護老人ホームレスペート千住,東京都足立区千住桜木2-11-8,,,要配慮者,35.754743,139.78844,
1573,E1312100114111,帝京科学大学,東京都足立区千住桜木2-2-1,,,,35.753638,139.789512,
1574,E1312100112111,東京未来大学,東京都足立区千住曙町34-12,,,,35.743416,139.817056,
1575,E1312100003111,千寿双葉小学校,東京都足立区千住大川町17-1,,,,35.756003,139.799538,
1576,E1312100031121,千住スポーツ公園管理棟,東京都足立区千住緑町2-1-1,,,要配慮者,35.745176,139.795631,
1577,E1312100178121,特別養護老人ホームプレミア扇,東京都足立区扇1-3-5,,,要配慮者,35.759888,139.776338,
1578,E1312100100121,ＦＬＡＰ－ＹＡＲＤ,東京都足立区扇1-44-15,,,要配慮者,35.766627,139.777004,
1579,E1312100173121,特別養護老人ホーム扇,東京都足立区扇1-52-23,,,要配慮者,35.766822,139.774069,
1580,E1312100014111,寺地小学校,東京都足立区扇1-7-1,,,,35.761107,139.775443,
1581,E1312100132111,扇小学校,東京都足立区扇2-30-1,,,,35.764348,139.768122,
1582,E1312100099111,扇中学校（興本扇学園）,東京都足立区扇3-18-14,,,,35.77266,139.771406,
1583,E1312100128111,興本小学校（興本扇学園）,東京都足立区扇3-22-1,,,,35.772829,139.773292,
1584,E1312100123111,足立小学校,東京都足立区足立3-11-5,,,,35.764188,139.80984,
1585,E1312100079111,第十二中学校,東京都足立区大谷田1-37-1,,,,35.77996,139.84706,
1586,E1312100052111,中川東小学校,東京都足立区大谷田2-1-10,,,,35.781261,139.843863,
1587,E1312100188121,（医）成仁介護老人保健施設,東京都足立区大谷田2-18-12,,,要配慮者,35.78367,139.843699,
1588,E1312100218111,足立東高校,東京都足立区大谷田2-3-5,,,,35.781287,139.845443,
1589,E1312100049111,中川小学校,東京都足立区大谷田3-17-20,,,,35.780764,139.84174,
1590,E1312100133111,鹿浜第一小学校,東京都足立区谷在家2-24-1,,,,35.78599,139.766697,
1591,E1312100170121,谷在家障がい福祉施設,東京都足立区谷在家3-13-1,,,要配慮者,35.788267,139.76576,
1592,E1312100096111,谷中中学校,東京都足立区谷中3-14-1,,,,35.780065,139.835587,
1593,E1312100162111,辰沼小学校,東京都足立区谷中5-12-1,,,,35.78375,139.835158,
1594,E1312100177111,竹の塚小学校,東京都足立区竹の塚1-8-1,,,,35.789602,139.791011,
1595,E1312100039122,竹の塚障がい福祉館（センター１Ｆ）,東京都足立区竹の塚2-25-17,,,要配慮者,35.792696,139.794852,
1596,E1312100039121,竹の塚地域学習センター,東京都足立区竹の塚2-25-17,,,要配慮者,35.792646,139.794724,
1597,E1312100065111,保木間小学校,東京都足立区竹の塚3-6-3,,,,35.790336,139.799003,
1598,E1312100092121,特別養護老人ホーム竹の塚翔裕園,東京都足立区竹の塚7-19-14,,,要配慮者,35.800992,139.796637,
1599,E1312100209121,竹の塚福祉園・竹の塚ひまわり園,東京都足立区竹の塚7-19-7,,,要配慮者,35.800649,139.795516,
1600,E1312100214111,足立高校,東京都足立区中央本町1-3-9,,,,35.770415,139.804903,
1601,E1312100216121,特別養護護老人ホーム花ざかり,東京都足立区中央本町2-24-11,,,要配慮者,35.767941,139.808348,
1602,E1312100041111,弥生小学校,東京都足立区中央本町2-5-1,,,,35.768901,139.806768,
1603,E1312100152121,中央本町地域学習センター,東京都足立区中央本町3-15-1,,,要配慮者,35.772265,139.80973,
1604,E1312100179121,特別養護老人ホーム中央本町杉の子園,東京都足立区中央本町4-14-20,,,要配慮者,35.776389,139.808562,
1605,E1312100098111,栗島中学校,東京都足立区中央本町5-23-1,,,,35.778087,139.810761,
1606,E1312100055111,長門小学校,東京都足立区中川1-19-32,,,,35.767546,139.85575,
1607,E1312100054111,大谷田小学校,東京都足立区中川4-41-27,,,,35.77158,139.849029,
1608,E1312100148111,中島根小学校,東京都足立区島根2-9-22,,,,35.782227,139.800703,
1609,E1312100032111,島根小学校,東京都足立区島根3-28-11,,,,35.780788,139.791918,
1610,E1312100163121,綾瀬福祉園,東京都足立区東綾瀬1-26-2,,,要配慮者,35.765915,139.831216,
1611,E1312100046111,東綾瀬小学校,東京都足立区東綾瀬2-15-15,,,,35.766696,139.835256,
1612,E1312100088121,特別養護老人ホームル・ソラリオン綾瀬,東京都足立区東綾瀬3-9-1,,,要配慮者,35.769739,139.834574,
1613,E1312100068111,東伊興小学校,東京都足立区東伊興1-4-15,,,,35.802518,139.785377,
1614,E1312100181121,特別養護老人ホームはるかぜ,東京都足立区東保木間1-19-5,,,要配慮者,35.788718,139.815847,
1615,E1312100106111,淵江高校,東京都足立区東保木間2-10-1,,,,35.792151,139.811748,
1616,E1312100153121,総合スポーツセンター,東京都足立区東保木間2-27-1,,,要配慮者,35.792185,139.813806,
1617,E1312100107121,ハーモニー竹の塚第３,東京都足立区東六月町11-5,,,要配慮者,35.787917,139.807538,
1618,E1312100166121,東六月町ひまわり作業所,東京都足立区東六月町5-20,,,要配慮者,35.788594,139.80427,
1619,E1312100053111,北三谷小学校,東京都足立区東和1-17-12,,,,35.767995,139.838684,
1620,E1312100154121,東和地域学習センター,東京都足立区東和3-12-9,,,要配慮者,35.771117,139.839592,
1621,E1312100090111,蒲原中学校,東京都足立区東和3-17-15,,,,35.772633,139.836552,
1622,E1312100159111,東渕江小学校,東京都足立区東和3-20-11,,,,35.774179,139.839007,
1623,E1312100182121,特別養護老人ホームイーストピア東和,東京都足立区東和4-7-23,,,要配慮者,35.772694,139.843833,
1624,E1312100191121,介護老人保健施設ホスピア東和,東京都足立区東和4-7-8,,,要配慮者,35.772637,139.843796,
1625,E1312100060111,花保小学校,東京都足立区南花畑2-19-1,,,,35.790219,139.817908,
1626,E1312100097111,花保中学校,東京都足立区南花畑2-41-1,,,,35.79269,139.818048,
1627,E1312100167111,花畑小学校,東京都足立区南花畑3-22-1,,,,35.792603,139.826218,
1628,E1312100101121,東京都立花畑学園,東京都足立区南花畑5-24-49,,,要配慮者,35.796128,139.814941,
1629,E1312100155121,日の出デイサービスセンター,東京都足立区日ノ出町27-3-101,,,要配慮者,35.751738,139.808809,
1630,E1312100045121,足立区総合ボランティアセンター,東京都足立区日ノ出町27-3-102,,,要配慮者,35.751754,139.808221,
1631,E1312100211111,入谷南中学校,東京都足立区入谷1-24-1,,,,35.804337,139.765444,
1632,E1312100193121,特別養護老人ホームケアホーム足立,東京都足立区入谷1-8-15,,,要配慮者,35.803659,139.769804,
1633,E1312100200121,特別養護老人ホーム紫磨園,東京都足立区入谷3-3-6,,,要配慮者,35.810559,139.762064,
1634,E1312100202111,入谷中学校,東京都足立区入谷3-6-1,,,,35.809503,139.760965,
1635,E1312100027111,足立入谷小学校,東京都足立区入谷3-8-1,,,,35.810851,139.760399,
1636,E1312100201121,特別養護老人ホーム足立翔裕園,東京都足立区入谷9-15-18,,,要配慮者,35.807949,139.755964,
1637,E1312100169121,梅田ひまわり工房,東京都足立区梅田5-27-11,,,要配慮者,35.771328,139.79454,
1638,E1312100076111,第九中学校,東京都足立区梅田6-32-1,,,,35.7702,139.796417,
1639,E1312100192121,社会福祉法人からしだねうめだ・あけぼの学園,東京都足立区梅田7-12-15,,,要配慮者,35.768999,139.800843,
1640,E1312100048121,梅田地域学習センター,東京都足立区梅田7-33-1,,,要配慮者,35.770655,139.798253,
1641,E1312100029111,梅島小学校,東京都足立区梅田7-35-1,,,,35.771822,139.798499,
1642,E1312100186121,介護老人保健施設しらさぎ,東京都足立区梅田8-12-10,,,要配慮者,35.772137,139.794867,
1643,E1312100072111,第四中学校,東京都足立区梅島1-2-33,,,,35.77119,139.802228,
1644,E1312100077111,第十中学校,東京都足立区梅島3-23-3,,,,35.77741,139.793816,
1645,E1312100146111,梅島第二小学校,東京都足立区梅島3-27-4,,,,35.765361,139.795438,
1646,E1312100176121,足立こども支援センターげんき,東京都足立区梅島3-28-8,,,要配慮者,35.775081,139.792571,
1647,E1312100161121,障がい福祉センターあしすと,東京都足立区梅島3-31-19,,,要配慮者,35.777369,139.792927,
1648,E1312100030111,梅島第一小学校,東京都足立区梅島3-37-4,,,,35.77772,139.795755,
1649,E1312100194111,東島根中学校,東京都足立区平野1-27-2,,,,35.781079,139.808444,
1650,E1312100151111,平野小学校,東京都足立区平野3-6-3,,,,35.78291,139.807865,
1651,E1312100051121,保塚地域学習センター,東京都足立区保塚町7-16,,,要配慮者,35.786772,139.816066,
1652,E1312100174111,渕江第一小学校,東京都足立区保木間3-27-1,,,,35.797138,139.808633,
1653,E1312100195111,渕江中学校,東京都足立区保木間3-6-6,,,,35.796259,139.803688,
1654,E1312100185121,介護老人保健施設足立老人ケアセンター,東京都足立区保木間5-23-20,,,要配慮者,35.804451,139.804212,
1655,E1312100074111,第六中学校,東京都足立区本木西町16-1,,,,35.762893,139.779673,
1656,E1312100129111,本木小学校,東京都足立区本木北町7-1,,,,35.765041,139.780414,
1657,E1312100184121,介護老人保健施設千寿の郷,東京都足立区柳原2-33-6,,,要配慮者,35.74796,139.814179,
1658,E1312100070111,千寿桜堤中学校,東京都足立区柳原2-49-1,,,,35.749567,139.812889,
1659,E1312100212111,六月中学校,東京都足立区六月1-30-1,,,,35.788332,139.800156,
1660,E1312100063121,特別養護老人ホーム六月,東京都足立区六月1-6-1,,,要配慮者,35.785106,139.800607,
1661,E1312100086121,特別養護老人ホーム足立万葉苑,東京都足立区六月2-11-20,,,要配慮者,35.784662,139.7938,
1662,E1312100038111,加平小学校,東京都足立区六町3-3-11,,,,35.785286,139.81811,
1663,E1312100050111,中川北小学校,東京都足立区六木1-6-10,,,,35.790057,139.839606,
1664,E1312100061111,六木小学校,東京都足立区六木3-21-11,,,,35.797349,139.84076,
1665,E1312100197121,介護老人保健施設イルアカーサ,東京都足立区六木4-9-10,,,要配慮者,35.797647,139.839161,
1666,E1322400001111,東愛宕中学校,東京都多摩市愛宕1-52,1,,,35.63296012,139.4311799,
1667,E1322400002111,愛和小学校,東京都多摩市愛宕1-54,1,,,35.63500697,139.435452,
1668,E1322400060121,愛宕コミュニティセンター,東京都多摩市愛宕3-2,,,,35.633327,139.434769,
1669,E1322400003111,多摩永山中学校,東京都多摩市永山2-7-1,1,,,35.62523771,139.4464203,
1670,E1322400004111,永山小学校,東京都多摩市永山2-8-1,1,,,35.62759863,139.4461581,
1671,E1322400005121,高齢者総合ケアセンターケアプラザ多摩,東京都多摩市永山3-12-2,,,,35.620817,139.444072,
1672,E1322400006111,瓜生小学校,東京都多摩市永山5-13,1,,,35.62037344,139.445127,
1673,E1322400007111,都立永山高校,東京都多摩市永山5-22,1,,,35.613939,139.447733,
1674,E1322400008111,市民活動・交流セン　ター／多摩ふるさ　と資料館　（旧北貝取小学校）,東京都多摩市貝取1-26-1,1,,,35.625168,139.439903,
1675,E1322400009121,あいクリニック,東京都多摩市貝取1431-3,,,,35.63505931,139.4436143,
1676,E1322400010111,青陵中学校,東京都多摩市貝取2-9-1,1,,,35.62124402,139.4394088,
1677,E1322400011111,貝取小学校,東京都多摩市貝取3-9,1,,,35.61855819,139.4414752,
1678,E1322400059121,貝取コミュニティセンター,東京都多摩市貝取4-5-1,,,,35.615832,139.439839,
1679,E1322400015111,多摩中学校,東京都多摩市関戸3-19-1,1,,,35.64942292,139.4579273,
1680,E1322400016111,多摩第一小学校,東京都多摩市関戸3-2-23,1,,,35.65079166,139.4574287,
1681,E1322400056121,関戸・一ノ宮コミュニティセンター,東京都多摩市関戸4-19-5,,,,35.648975,139.449581,
1682,E1322400017111,関戸公民館,東京都多摩市関戸4-72,1,,,35.649632,139.447052,
1683,E1322400018111,多摩第三小学校,東京都多摩市乞田712,1,,,35.63176039,139.436175,
1684,E1322400057121,乞田・貝取コミュニティセンター,東京都多摩市乞田810,,,,35.630915,139.434571,
1685,E1322400019111,桜ヶ丘コミュニティセンター,東京都多摩市桜ケ丘1-17-7,,,,35.63992938,139.4465085,
1686,E1322400020121,桜ヶ丘いきいき元気センター,東京都多摩市桜ヶ丘2-1-1,,,,35.64077038,139.4448419,
1687,E1322400021121,白楽荘,東京都多摩市山王下1-18-2,,,,35.62523657,139.4151103,
1688,E1322400022111,北諏訪小学校,東京都多摩市諏訪1-60-1,1,,,35.6304475,139.4496655,
1689,E1322400023111,武道館,東京都多摩市諏訪4-9,,,,35.625452,139.458904,
1690,E1322400024111,諏訪複合教育施設,東京都多摩市諏訪5-1,,,,35.62346667,139.4549837,
1691,E1322400025111,諏訪中学校,東京都多摩市諏訪5-12-1,1,,,35.62226805,139.4546193,
1692,E1322400026111,諏訪小学校,東京都多摩市諏訪5-13,1,,,35.62032209,139.4546766,
1693,E1322400068121,諏訪老人福祉館,東京都多摩市諏訪5-4,,,,35.622337,139.450806,
1694,E1322400028111,聖ヶ丘中学校,東京都多摩市聖ケ丘2-17,1,,,35.6342056,139.4584852,
1695,E1322400065111,聖ヶ丘小学校,東京都多摩市聖ケ丘3-66,,,,35.62908706,139.4601345,
1696,E1322400074111,多摩大学・多摩大学附属聖ヶ丘中学高等学校,東京都多摩市聖ケ丘4-1-1,,,,35.629926,139.463754,
1697,E1322400027121,都立多摩桜の丘学園,東京都多摩市聖ヶ丘1-17-1,,,,35.63684442,139.4579838,
1698,E1322400029121,あい小規模多機能施設,東京都多摩市聖ヶ丘2-20-6,,,,35.631875,139.457381,
1699,E1322400061121,聖ヶ丘コミュニティセンター,東京都多摩市聖ヶ丘2-21-1,,,,35.630907,139.458121,
1700,E1322400030121,あいグループホームどんぐり,東京都多摩市聖ヶ丘2-21-2,,,,35.6316585,139.457499,
1701,E1322400032121,あい介護老人保健施設,東京都多摩市中沢1-17-38,,,,35.62219404,139.4126303,
1702,E1322400033111,南鶴牧小学校,東京都多摩市鶴牧5-43,1,,,35.61463213,139.4188034,
1703,E1322400062121,唐木田コミュニティセンター,東京都多摩市鶴牧6-14,,,,35.615395,139.4133,
1704,E1322400034111,大松台小学校,東京都多摩市鶴牧6-4,1,,,35.61592841,139.4154709,
1705,E1322400035111,鶴牧中学校,東京都多摩市鶴牧6-5-1,1,,,35.61369356,139.4136311,
1706,E1322400036111,東寺方小学校,東京都多摩市東寺方100,1,,,35.64734933,139.4396998,
1707,E1322400037111,総合体育館,東京都多摩市東寺方588-1,,,,35.64354196,139.4362533,
1708,E1322400054121,東寺方老人福祉館,東京都多摩市東寺方626-7,,,,35.643297,139.437758,
1709,E1322400055121,総合福祉センター,東京都多摩市南野3-15-1,,,,35.612489,139.412867,
1710,E1322400038111,豊ヶ丘小学校,東京都多摩市豊ケ丘2-4-1,1,,,35.62294943,139.4337603,
1711,E1322400040111,旧南豊ヶ丘小学校,東京都多摩市豊ケ丘6-4,1,,,35.61156347,139.4333293,
1712,E1322400067121,豊ヶ丘老人福祉館,東京都多摩市豊ヶ丘5-6,,,,35.614528,139.434636,
1713,E1322400042111,東落合小学校,東京都多摩市落合3-24,1,,,35.61862874,139.4308923,
1714,E1322400043111,落合中学校,東京都多摩市落合4-14,1,,,35.61551632,139.4295018,
1715,E1322400044111,西落合小学校,東京都多摩市落合5-6,1,,,35.61422217,139.4239599,
1716,E1322400058121,鶴牧・落合・南野コミュニティセンター,東京都多摩市落合6-5,,,,35.612251,139.425644,
1717,E1322400045121,桜ヶ丘延寿ホーム,東京都多摩市連光寺1-1-1,,,,35.64777019,139.4588475,
1718,E1322400046121,デイケアサービスセンターすみれ,東京都多摩市連光寺3-4-5,,,,35.64440682,139.4597564,
1719,E1322400066121,連光寺老人福祉館,東京都多摩市連光寺3-57-1,,,,35.642757,139.456866,
1720,E1322400047111,連光寺小学校,東京都多摩市連光寺3-64-1,1,,,35.64194115,139.4570588,
1721,E1322400064121,三方の森コミュニティ会館,東京都多摩市和田1254-12,,,,35.646192,139.416096,
1722,E1322400048111,帝京大学小学校,東京都多摩市和田1254-6,1,,,35.64421052,139.4178344,
1723,E1322400049121,和光園,東京都多摩市和田1532,,,,35.64596045,139.4314603,
1724,E1322400050121,愛生苑,東京都多摩市和田1547,,,,35.646833,139.431986,
1725,E1322400063121,和田・東寺方コミュニティセンター,東京都多摩市和田2006-4,,,,35.641017,139.427372,
1726,E1322400051111,和田中学校,東京都多摩市和田234,1,,,35.64218779,139.4305095,
1727,E1322400052111,多摩第二小学校,東京都多摩市和田75,1,,,35.64499573,139.4331034,
1728,E1310600006111,柏葉中学校,東京都台東区下谷3-1-29,1,,,35.723284,139.786146,
1729,E1310600009111,浅草小学校,東京都台東区花川戸1-14-15,1,,,35.713575,139.799309,
1730,E1310600052121,特別養護老人ホーム橋場すみれ園,東京都台東区橋場1-1-10,,,,35.723351,139.807574,
1731,E1310600041111,産業研修センター,東京都台東区橋場1-36-2,,,,35.724127,139.808196,
